Match_ID,Season,Match_Date,Home_Team,Away_Team,Venue_City,Home_Formation,Away_Formation,Home_Possession_Pct,Away_Possession_Pct,Home_Shots_On_Target,Away_Shots_On_Target,Home_Goals,Away_Goals,Home_Foreign_Goal_Contribution,Home_Indian_Goal_Contribution,Away_Foreign_Goal_Contribution,Away_Indian_Goal_Contribution,Home_Corners,Away_Corners,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Indian_Player_Rating_Avg,Home_Foreign_Player_Rating_Avg,Away_Indian_Player_Rating_Avg,Away_Foreign_Player_Rating_Avg,Home_Squad_Market_Value_Cr,Home_Foreign_Player_Market_Value_Cr,Away_Squad_Market_Value_Cr,Away_Foreign_Player_Market_Value_Cr,Home_Foreign_Clearances_Tackles,Home_Indian_Clearances_Tackles,Away_Foreign_Clearances_Tackles,Away_Indian_Clearances_Tackles,Home_Foreign_Big_Chances_Created,Home_Indian_Big_Chances_Created,Away_Foreign_Big_Chances_Created,Away_Indian_Big_Chances_Created,Home_Foreign_Big_Chances_Missed,Home_Indian_Big_Chances_Missed,Away_Foreign_Big_Chances_Missed,Away_Indian_Big_Chances_Missed,Home_Foreign_Interception_Rate,Home_Indian_Interception_Rate,Away_Foreign_Interception_Rate,Away_Indian_Interception_Rate,Home_Injury_Count,Away_Injury_Count,Weather_Condition,Pitch_Condition,Match_Condition,Home_Fatigue_Index,Away_Fatigue_Index,Home_Team_Chemistry_Score,Away_Team_Chemistry_Score,H2H_Home_Wins_Last5,H2H_Away_Wins_Last5,Referee_Strictness_Index,Home_Recent_Form_Pts,Away_Recent_Form_Pts,Home_Set_Piece_Conversion_Pct,Away_Set_Piece_Conversion_Pct,Key_Player_Missing_Side,Home_Foreign_Player_Ratio,Away_Foreign_Player_Ratio,Match_Result,Home_Points,Away_Points
ISL00787,2022-23,2022-11-14,Bengaluru FC,East Bengal FC,Bengaluru,5-3-2,5-3-2,61.1,38.9,6,8,1,1,1,0,1,0,4,4,0,3,0,0,6.99,7.78,5.72,6.08,32.9,22.1,33.8,17.6,12,11,9,20,2,0,2,1,3,0,2,1,48.5,29.9,29.6,38.4,1,1,Rainy,Average,Night,3.8,8.9,8.26,6.78,2,1,6.9,7,6,29.8,18.9,Home,0.32,0.47,Draw,1,1
ISL00788,2022-23,2022-11-15,Chennaiyin FC,Punjab FC,Chennai,5-3-2,5-3-2,42.9,57.1,4,4,0,0,0,0,0,0,4,4,0,3,0,0,6.82,6.31,6.55,8.06,47.5,26.2,27.9,15.9,8,10,9,11,2,1,2,1,2,1,2,1,47.7,45.7,33.8,15.0,0,0,Clear,Average,Night,4.3,4.3,7.49,7.92,2,2,4.5,3,4,21.7,21.0,,0.42,0.48,Draw,1,1
ISL00789,2022-23,2022-11-16,Punjab FC,Bengaluru FC,Mohali,4-4-2,4-3-3,43.8,56.2,4,4,2,0,2,0,0,0,9,3,3,3,0,0,7.22,7.81,6.08,6.11,64.7,40.4,47.8,24.4,6,18,12,9,2,0,3,3,2,0,4,3,44.4,26.5,47.0,37.0,3,2,Rainy,Good,Night,9.6,3.4,6.36,8.18,1,2,5.5,5,5,8.2,11.9,,0.35,0.4,Home_Win,3,0
ISL00790,2022-23,2022-11-18,East Bengal FC,Mumbai City FC,Kolkata,4-2-3-1,3-4-3,39.5,60.5,6,0,1,0,1,0,0,0,8,6,3,5,0,0,6.87,7.62,6.34,7.38,46.9,23.4,37.2,23.9,13,13,5,12,2,0,2,0,4,0,2,0,18.1,50.8,30.3,47.6,1,1,Rainy,Average,Night,3.1,8.3,6.94,5.88,2,2,6.3,4,9,20.8,27.1,,0.47,0.31,Home_Win,3,0
ISL00791,2022-23,2022-11-19,NorthEast United FC,Jamshedpur FC,Guwahati,5-3-2,3-5-2,55.0,45.0,6,9,0,2,0,0,2,0,0,4,3,3,0,0,6.67,6.21,8.36,7.2,60.0,28.2,41.0,25.3,7,7,8,8,1,0,1,2,2,1,1,3,15.3,19.2,38.8,43.5,0,1,Rainy,Good,Day,7.4,6.2,6.96,9.17,0,0,9.9,5,7,11.2,18.9,,0.47,0.3,Away_Win,0,3
ISL00792,2022-23,2022-11-21,Mumbai City FC,NorthEast United FC,Mumbai,3-4-3,5-3-2,47.6,52.4,5,5,2,4,1,1,3,1,2,6,2,6,0,0,7.51,7.09,7.88,7.53,33.4,22.8,68.2,46.6,16,18,9,13,1,0,2,1,1,1,2,3,38.1,44.1,44.4,52.5,2,0,Humid,Good,Night,9.0,7.5,7.33,6.8,1,1,5.1,6,4,18.4,11.1,,0.45,0.47,Away_Win,0,3
ISL00793,2022-23,2022-11-21,East Bengal FC,Punjab FC,Kolkata,5-3-2,4-3-3,53.9,46.1,4,4,1,1,1,0,0,1,7,7,1,0,0,0,6.26,8.27,5.96,7.27,53.9,29.3,56.8,36.2,10,13,6,10,2,1,2,1,3,2,2,1,46.8,24.8,36.4,52.0,0,2,Rainy,Good,Night,1.6,2.4,6.63,7.36,1,4,3.6,7,5,25.3,13.7,,0.43,0.49,Draw,1,1
ISL00794,2022-23,2022-11-25,East Bengal FC,Jamshedpur FC,Kolkata,4-2-3-1,3-4-3,50.5,49.5,8,4,2,0,1,1,0,0,7,4,5,2,0,0,7.77,7.5,7.26,7.1,76.7,35.4,46.4,26.1,9,12,7,15,0,1,4,1,1,1,5,1,50.5,47.3,17.1,47.0,2,1,Overcast,Poor,Night,8.2,7.9,7.87,9.55,3,2,8.0,5,10,17.1,27.6,Away,0.39,0.48,Home_Win,3,0
ISL00795,2022-23,2022-11-26,Odisha FC,FC Goa,Bhubaneswar,3-5-2,4-2-3-1,44.1,55.9,6,4,2,0,0,2,0,0,7,4,2,1,0,0,7.29,6.27,6.53,5.98,34.9,21.1,37.1,18.4,6,8,6,8,1,1,2,0,1,1,2,2,16.5,40.9,38.0,16.8,1,1,Humid,Average,Day,1.0,7.3,6.1,6.21,0,2,2.2,4,8,18.2,10.2,Away,0.37,0.46,Home_Win,3,0
ISL00796,2022-23,2022-11-27,East Bengal FC,NorthEast United FC,Kolkata,4-2-3-1,3-4-3,55.9,44.1,7,6,2,0,1,1,0,0,4,11,1,0,0,0,6.86,6.78,6.79,6.04,54.9,37.5,43.0,21.9,8,20,11,16,1,3,4,0,1,4,7,1,43.7,54.4,38.8,41.7,2,1,Overcast,Average,Day,6.4,0.3,8.82,7.69,0,0,1.4,8,7,7.5,12.3,Away,0.42,0.3,Home_Win,3,0
ISL00797,2022-23,2022-11-28,Mumbai City FC,Punjab FC,Mumbai,4-3-3,3-5-2,56.3,43.7,9,4,2,0,2,0,0,0,4,5,3,4,0,0,6.42,6.87,5.27,7.05,40.6,26.1,38.7,26.0,7,14,12,12,3,1,0,1,3,1,2,2,49.5,25.7,33.1,39.6,0,0,Humid,Average,Night,4.6,5.2,6.06,5.48,1,3,8.8,6,6,5.9,20.3,,0.47,0.31,Home_Win,3,0
ISL00798,2022-23,2022-11-30,East Bengal FC,Chennaiyin FC,Kolkata,3-4-3,3-5-2,49.4,50.6,10,10,2,4,2,0,1,3,5,5,4,1,0,0,6.75,7.18,5.63,7.09,44.9,31.3,62.9,38.3,9,12,7,18,2,1,4,1,3,1,5,1,52.0,18.6,31.3,31.4,1,1,Overcast,Average,Night,4.9,7.4,7.99,7.64,1,4,2.4,11,4,13.2,19.8,,0.45,0.35,Away_Win,0,3
ISL00799,2022-23,2022-12-01,Hyderabad FC,NorthEast United FC,Hyderabad,3-4-3,5-3-2,43.8,56.2,8,2,2,0,2,0,0,0,3,4,3,0,0,0,7.39,8.36,7.46,6.7,33.5,22.9,46.2,22.0,9,13,12,12,3,2,3,0,3,3,3,1,42.2,18.0,22.4,53.8,2,0,Overcast,Good,Night,7.7,4.8,5.07,6.51,0,2,3.4,11,7,6.3,24.1,,0.36,0.49,Home_Win,3,0
ISL00800,2022-23,2022-12-02,Bengaluru FC,ATK Mohun Bagan,Bengaluru,4-3-3,3-4-3,51.4,48.6,8,3,4,0,4,0,0,0,5,3,2,3,0,0,6.76,6.79,5.72,6.62,57.9,32.6,34.4,19.8,7,17,13,14,2,2,2,3,5,2,2,3,49.6,51.0,17.0,42.0,1,0,Humid,Average,Night,9.2,3.5,4.94,7.3,3,0,3.7,2,7,9.5,29.1,,0.48,0.32,Home_Win,3,0
ISL00801,2022-23,2022-12-03,Punjab FC,Mumbai City FC,Mohali,4-3-3,4-3-3,54.5,45.5,3,3,0,0,0,0,0,0,6,1,5,2,0,0,7.03,6.75,7.26,6.88,60.6,30.8,36.0,23.1,9,5,8,14,4,2,1,1,4,2,2,2,46.9,35.8,32.6,48.8,3,1,Overcast,Average,Night,0.2,10.0,6.37,6.92,2,2,8.9,6,6,25.5,16.8,,0.42,0.43,Draw,1,1
ISL00802,2022-23,2022-12-04,Mumbai City FC,Hyderabad FC,Mumbai,5-3-2,4-4-2,53.6,46.4,2,4,3,2,2,1,0,2,4,4,5,7,0,0,7.68,6.68,6.24,6.66,43.0,20.1,56.4,36.7,9,12,14,13,0,1,1,1,1,2,1,2,21.8,24.8,23.0,40.7,1,0,Clear,Good,Day,4.2,8.6,8.21,6.12,3,1,8.6,7,11,22.0,16.3,Home,0.44,0.33,Home_Win,3,0
ISL00803,2022-23,2022-12-05,Jamshedpur FC,Mumbai City FC,Jamshedpur,4-4-2,3-5-2,46.0,54.0,5,0,0,1,0,0,1,0,9,4,1,1,0,0,7.57,7.1,8.39,6.93,81.0,42.0,50.3,33.2,2,11,13,16,1,0,2,0,1,1,2,0,29.8,45.4,34.4,53.1,1,1,Humid,Good,Night,3.9,8.7,8.02,7.18,4,0,1.4,7,7,26.6,24.8,,0.46,0.42,Away_Win,0,3
ISL00804,2022-23,2022-12-06,Odisha FC,Chennaiyin FC,Bhubaneswar,4-3-3,4-3-3,58.1,41.9,2,7,0,3,0,0,2,1,7,5,3,2,0,0,7.59,6.99,6.54,7.58,46.5,28.3,46.5,31.5,11,13,7,10,4,2,0,1,4,3,1,1,18.1,20.7,15.2,42.7,3,0,Rainy,Good,Day,7.6,1.3,3.95,9.21,0,2,7.2,7,6,23.3,9.8,,0.5,0.34,Away_Win,0,3
ISL00805,2022-23,2022-12-06,Bengaluru FC,Punjab FC,Bengaluru,5-3-2,4-3-3,44.2,55.8,6,4,0,0,0,0,0,0,0,3,2,1,0,0,6.6,5.9,6.25,6.4,51.3,34.8,45.4,25.9,11,16,9,7,1,1,0,1,3,1,1,1,39.6,15.6,34.5,37.6,1,1,Clear,Good,Night,9.2,8.9,8.04,8.52,2,2,6.8,5,6,5.4,22.6,,0.34,0.44,Draw,1,1
ISL00806,2022-23,2022-12-07,NorthEast United FC,Punjab FC,Guwahati,4-2-3-1,4-2-3-1,56.9,43.1,1,8,1,2,0,1,1,1,3,6,4,1,0,0,6.91,7.38,5.98,7.87,55.5,25.0,44.8,27.6,8,9,16,14,2,1,1,0,3,2,1,0,16.4,49.6,42.3,17.0,2,0,Rainy,Average,Night,4.4,2.5,7.35,7.18,2,3,4.1,6,6,22.7,11.3,,0.36,0.35,Away_Win,0,3
ISL00807,2022-23,2022-12-08,Bengaluru FC,Jamshedpur FC,Bengaluru,4-3-3,5-3-2,59.8,40.2,6,6,1,2,1,0,2,0,3,4,4,4,0,0,5.56,6.85,5.89,6.32,52.0,34.0,46.7,21.9,12,18,12,9,1,1,1,2,2,1,1,2,50.6,26.2,48.1,20.3,3,2,Overcast,Good,Night,1.1,6.3,8.99,5.22,3,2,9.8,6,6,15.8,22.0,,0.43,0.32,Away_Win,0,3
ISL00808,2022-23,2022-12-10,East Bengal FC,FC Goa,Kolkata,4-2-3-1,5-3-2,49.0,51.0,11,6,1,0,0,1,0,0,4,4,3,2,0,0,7.72,6.87,5.92,6.18,31.9,20.5,53.1,32.7,12,14,6,17,3,3,1,0,3,3,1,2,52.1,44.1,29.0,45.5,0,1,Rainy,Average,Night,9.8,9.9,6.1,7.14,2,2,8.8,10,5,7.1,28.7,Away,0.31,0.34,Home_Win,3,0
ISL00809,2022-23,2022-12-10,Hyderabad FC,Jamshedpur FC,Hyderabad,4-3-3,4-4-2,58.0,42.0,4,3,0,3,0,0,2,1,3,3,0,3,1,0,6.89,6.83,6.48,6.85,46.9,29.2,30.6,17.7,12,19,5,8,0,1,3,2,0,1,4,2,41.9,32.9,38.0,49.1,1,1,Overcast,Average,Night,9.5,5.5,8.35,6.14,0,2,7.4,10,6,19.6,6.3,,0.34,0.34,Away_Win,0,3
ISL00810,2022-23,2022-12-12,Odisha FC,Chennaiyin FC,Bhubaneswar,4-3-3,3-5-2,60.4,39.6,5,3,2,0,1,1,0,0,2,4,2,3,0,0,7.38,7.4,6.75,6.2,39.7,19.1,42.3,21.3,5,9,11,15,0,2,2,0,1,3,2,0,40.2,49.8,33.2,30.4,1,1,Clear,Poor,Night,8.9,5.6,6.64,8.15,0,2,9.0,7,8,6.6,6.7,,0.44,0.45,Home_Win,3,0
ISL00811,2022-23,2022-12-13,Bengaluru FC,NorthEast United FC,Bengaluru,3-5-2,4-2-3-1,51.6,48.4,9,6,4,3,2,2,2,1,8,8,4,6,0,0,6.7,6.94,7.5,6.84,61.2,28.4,47.2,24.2,8,13,7,14,1,1,2,0,2,1,3,1,27.9,51.6,29.0,26.6,0,2,Clear,Good,Day,2.3,8.6,6.56,8.02,0,3,2.6,5,3,16.7,27.0,,0.31,0.36,Home_Win,3,0
ISL00812,2022-23,2022-12-15,Hyderabad FC,Punjab FC,Hyderabad,3-5-2,4-4-2,39.7,60.3,2,6,0,2,0,0,0,2,8,2,0,2,0,0,6.8,7.04,6.76,6.07,40.7,25.8,34.6,21.7,11,20,12,10,3,1,1,1,3,1,1,2,42.6,32.9,36.2,21.2,1,0,Overcast,Good,Night,8.1,3.7,8.3,6.61,3,2,4.2,9,6,7.4,8.9,Home,0.47,0.33,Away_Win,0,3
ISL00813,2022-23,2022-12-20,FC Goa,Kerala Blasters,Goa,4-4-2,5-3-2,43.9,56.1,3,2,0,1,0,0,1,0,3,5,2,3,0,0,7.49,6.97,6.81,7.87,19.5,11.9,14.5,7.3,10,13,8,8,5,2,0,0,6,4,0,1,46.5,33.4,44.6,16.5,2,0,Rainy,Good,Night,8.6,3.6,7.47,4.38,3,1,9.0,5,13,27.5,10.6,,0.45,0.32,Away_Win,0,3
ISL00814,2022-23,2022-12-20,Jamshedpur FC,Odisha FC,Jamshedpur,4-2-3-1,4-3-3,54.8,45.2,5,2,0,1,0,0,1,0,6,4,1,2,0,0,7.67,6.74,6.91,7.03,73.8,40.0,20.7,11.1,8,12,14,13,1,0,0,2,1,2,0,4,51.0,40.7,15.4,30.5,0,1,Humid,Good,Night,4.2,6.1,6.81,5.73,3,1,5.5,9,10,19.8,19.2,Home,0.48,0.45,Away_Win,0,3
ISL00815,2022-23,2022-12-26,East Bengal FC,Odisha FC,Kolkata,4-2-3-1,4-3-3,44.3,55.7,3,5,3,1,1,2,1,0,11,5,4,3,0,0,7.06,7.95,7.51,6.84,60.1,32.2,59.1,32.2,16,15,12,13,2,1,3,1,2,2,3,3,39.3,31.4,24.8,22.6,3,2,Rainy,Average,Night,5.9,8.0,6.77,5.19,2,3,7.0,10,12,5.9,7.7,,0.33,0.39,Home_Win,3,0
ISL00816,2022-23,2022-12-27,East Bengal FC,Kerala Blasters,Kolkata,5-3-2,5-3-2,51.5,48.5,7,7,1,2,1,0,2,0,5,4,1,2,0,0,7.03,7.29,7.14,6.41,67.4,30.9,42.8,27.4,6,16,8,14,2,2,0,0,3,2,1,0,30.5,22.1,17.6,42.2,1,1,Rainy,Good,Night,4.5,3.1,6.89,7.19,1,2,9.8,12,13,15.0,18.1,,0.35,0.48,Away_Win,0,3
ISL00817,2022-23,2022-12-27,Punjab FC,Jamshedpur FC,Mohali,3-5-2,4-2-3-1,42.5,57.5,5,3,1,1,1,0,1,0,6,5,2,7,0,0,7.13,7.65,7.6,7.5,31.7,22.1,50.2,25.0,14,11,7,11,1,0,3,2,2,0,3,2,45.3,24.9,19.6,16.6,5,0,Humid,Good,Night,3.6,0.4,5.39,6.32,2,3,8.8,8,6,17.8,21.2,Away,0.37,0.42,Draw,1,1
ISL00818,2022-23,2022-12-28,Bengaluru FC,Punjab FC,Bengaluru,3-5-2,4-4-2,51.4,48.6,8,2,2,2,2,0,1,1,5,11,1,3,0,0,6.72,7.71,6.45,7.9,37.5,24.7,53.5,25.1,6,14,8,11,1,1,1,2,1,1,2,3,35.4,51.2,44.9,31.0,0,1,Overcast,Good,Night,5.3,8.2,6.1,8.42,1,2,6.9,7,9,6.5,13.1,,0.41,0.33,Draw,1,1
ISL00819,2022-23,2022-12-29,Chennaiyin FC,FC Goa,Chennai,4-2-3-1,4-3-3,63.5,36.5,10,6,2,0,1,1,0,0,5,6,1,2,0,0,7.18,7.05,7.39,6.6,54.6,37.9,44.6,22.1,7,14,7,13,2,0,1,4,2,0,1,4,51.7,15.0,41.7,22.1,5,5,Rainy,Average,Night,9.7,9.6,8.43,9.6,1,1,8.3,8,4,15.8,25.7,,0.32,0.4,Home_Win,3,0
ISL00820,2022-23,2022-12-30,ATK Mohun Bagan,Jamshedpur FC,Kolkata,4-4-2,4-3-3,44.4,55.6,5,1,1,0,1,0,0,0,2,6,4,5,0,0,6.49,7.96,7.11,7.42,57.1,37.4,56.1,35.2,9,12,9,10,3,2,1,0,4,3,2,0,44.9,30.3,45.1,50.9,2,0,Clear,Good,Night,0.9,8.4,8.71,8.06,1,3,4.7,7,7,16.1,16.2,,0.42,0.45,Home_Win,3,0
ISL00821,2022-23,2022-12-30,Bengaluru FC,Hyderabad FC,Bengaluru,3-4-3,4-4-2,49.0,51.0,3,8,1,1,0,1,0,1,9,3,2,2,0,0,6.36,7.89,7.39,7.26,34.0,19.2,25.4,11.8,6,18,14,21,0,0,2,2,0,2,2,2,51.0,35.1,50.5,19.8,0,0,Humid,Average,Night,1.8,8.1,7.96,6.45,1,2,3.0,8,6,22.8,9.0,,0.3,0.37,Draw,1,1
ISL00822,2022-23,2022-12-30,ATK Mohun Bagan,Hyderabad FC,Kolkata,4-3-3,3-5-2,52.8,47.2,4,2,1,0,1,0,0,0,4,7,1,3,0,0,5.09,6.61,7.1,7.61,41.3,27.3,51.7,30.4,17,14,5,14,2,0,5,1,2,0,6,2,27.6,37.6,18.9,54.9,2,2,Overcast,Good,Day,6.1,1.7,6.89,7.22,2,2,2.0,7,4,16.6,22.5,,0.39,0.47,Home_Win,3,0
ISL00823,2022-23,2023-01-01,Hyderabad FC,NorthEast United FC,Hyderabad,4-2-3-1,3-4-3,58.4,41.6,8,6,1,0,0,1,0,0,4,6,2,4,0,0,6.42,8.26,6.76,7.35,45.0,22.5,43.3,24.9,5,14,6,11,2,3,0,1,2,4,1,3,35.1,38.9,23.5,51.8,1,0,Clear,Average,Night,4.0,7.7,7.33,5.25,1,2,5.5,1,3,26.1,15.9,,0.5,0.42,Home_Win,3,0
ISL00824,2022-23,2023-01-05,Bengaluru FC,ATK Mohun Bagan,Bengaluru,3-5-2,4-2-3-1,50.9,49.1,3,7,0,1,0,0,1,0,7,4,2,4,0,0,6.54,7.73,6.12,6.55,58.3,36.0,63.0,34.2,12,8,7,13,1,0,0,1,1,0,0,2,51.7,35.6,47.2,41.8,1,3,Clear,Good,Day,8.7,8.4,7.33,6.56,3,0,9.0,6,9,11.1,10.6,,0.43,0.44,Away_Win,0,3
ISL00825,2022-23,2023-01-06,Bengaluru FC,Kerala Blasters,Bengaluru,3-5-2,4-2-3-1,34.8,65.2,5,6,2,0,1,1,0,0,8,11,2,1,0,0,6.47,6.08,8.18,6.89,42.5,21.6,44.5,23.9,10,10,7,17,0,1,2,1,3,1,2,1,25.8,35.2,32.7,36.1,1,2,Clear,Poor,Day,6.7,6.9,5.64,7.74,0,2,4.6,5,13,11.1,18.6,,0.31,0.37,Home_Win,3,0
ISL00826,2022-23,2023-01-10,Punjab FC,Kerala Blasters,Mohali,4-2-3-1,4-2-3-1,47.3,52.7,6,8,2,1,1,1,0,1,4,1,1,4,0,0,7.4,5.57,6.65,7.12,52.9,29.0,42.5,24.8,8,11,11,10,1,0,4,3,1,2,4,6,33.2,20.4,41.6,38.5,2,1,Humid,Good,Night,8.8,5.4,6.54,6.88,3,0,7.1,9,12,16.8,8.6,Home,0.35,0.31,Home_Win,3,0
ISL00827,2022-23,2023-01-11,ATK Mohun Bagan,Kerala Blasters,Kolkata,4-2-3-1,3-4-3,51.9,48.1,2,12,0,0,0,0,0,0,7,6,0,2,0,0,6.02,6.52,6.75,6.46,29.7,19.8,36.5,17.0,5,11,10,9,1,0,2,0,2,0,3,0,53.0,49.6,50.5,54.9,2,3,Clear,Good,Day,3.7,7.0,8.38,8.47,2,2,2.0,12,9,20.9,11.7,,0.43,0.39,Draw,1,1
ISL00828,2022-23,2023-01-11,Kerala Blasters,Hyderabad FC,Kochi,4-2-3-1,3-4-3,45.9,54.1,3,4,0,1,0,0,1,0,3,4,3,6,0,0,7.26,8.21,6.51,6.7,43.0,23.9,48.3,25.6,12,9,7,10,0,1,4,2,1,2,4,3,49.7,34.8,20.8,19.4,1,2,Rainy,Good,Night,7.1,4.6,5.76,7.03,3,1,9.8,7,4,11.8,22.1,Away,0.33,0.36,Away_Win,0,3
ISL00829,2022-23,2023-01-12,Bengaluru FC,East Bengal FC,Bengaluru,3-4-3,4-4-2,47.4,52.6,12,8,5,0,3,2,0,0,8,7,2,1,0,0,6.7,6.48,6.59,6.68,48.6,32.7,48.1,26.7,9,15,11,14,1,2,1,3,1,3,1,3,37.5,28.9,33.1,24.8,0,1,Clear,Good,Night,10.0,2.9,6.89,7.09,2,0,3.9,8,9,21.4,7.6,,0.4,0.38,Home_Win,3,0
ISL00830,2022-23,2023-01-12,East Bengal FC,Chennaiyin FC,Kolkata,4-3-3,3-5-2,45.2,54.8,3,11,1,2,1,0,2,0,6,5,2,2,0,0,6.99,7.21,7.08,6.02,43.1,25.9,51.6,25.0,4,11,2,19,2,0,2,2,3,0,2,3,34.3,32.1,40.4,34.6,3,2,Clear,Average,Night,9.7,7.6,7.9,8.34,0,5,5.9,6,10,7.9,27.2,Away,0.46,0.46,Away_Win,0,3
ISL00831,2022-23,2023-01-13,Kerala Blasters,Mumbai City FC,Kochi,4-3-3,3-4-3,48.9,51.1,5,4,3,0,2,1,0,0,6,9,0,1,0,0,6.38,7.32,6.99,6.67,57.3,30.0,65.5,38.1,8,13,16,10,3,1,2,1,3,2,3,1,22.5,37.6,27.3,17.8,0,3,Overcast,Good,Night,3.3,5.4,7.06,8.27,3,1,3.3,4,10,5.3,22.3,,0.48,0.46,Home_Win,3,0
ISL00832,2022-23,2023-01-14,Bengaluru FC,Chennaiyin FC,Bengaluru,5-3-2,4-4-2,58.8,41.2,3,6,1,2,1,0,1,1,4,3,1,1,0,0,7.14,7.73,6.72,7.56,33.0,17.0,44.3,23.4,8,14,4,20,3,1,5,2,4,4,5,2,29.2,27.8,23.0,32.4,2,1,Overcast,Good,Night,9.9,9.4,4.8,5.94,1,2,7.3,8,12,26.1,16.1,Home,0.35,0.46,Away_Win,0,3
ISL00833,2022-23,2023-01-22,ATK Mohun Bagan,Punjab FC,Kolkata,5-3-2,3-4-3,49.2,50.8,9,5,0,2,0,0,2,0,6,7,2,1,0,0,5.81,7.31,6.81,7.22,39.0,17.6,45.3,21.1,8,8,8,12,1,1,1,1,2,1,2,1,37.0,46.4,43.9,51.1,0,0,Overcast,Poor,Day,2.4,0.7,4.4,8.14,3,0,6.9,10,11,18.9,5.0,,0.33,0.47,Away_Win,0,3
ISL00834,2022-23,2023-01-25,Bengaluru FC,NorthEast United FC,Bengaluru,4-4-2,4-3-3,51.5,48.5,9,3,2,0,1,1,0,0,5,2,0,0,0,0,7.24,7.22,6.81,7.54,46.6,27.6,42.2,20.3,15,10,10,9,1,1,2,0,1,2,2,2,35.9,42.2,15.1,24.9,0,3,Humid,Good,Night,1.6,1.1,7.56,6.88,1,2,6.8,7,0,27.6,26.7,,0.41,0.4,Home_Win,3,0
ISL00835,2022-23,2023-01-26,East Bengal FC,FC Goa,Kolkata,3-5-2,3-4-3,41.9,58.1,4,4,5,1,5,0,1,0,2,7,2,2,0,0,6.49,7.18,6.92,6.61,31.2,20.6,30.1,16.0,6,9,8,7,2,3,1,1,3,4,1,1,44.7,36.8,49.8,47.4,2,1,Clear,Average,Night,7.8,7.4,8.19,5.87,3,1,8.0,6,3,28.9,22.2,,0.38,0.46,Home_Win,3,0
ISL00836,2022-23,2023-01-26,East Bengal FC,Bengaluru FC,Kolkata,3-4-3,5-3-2,57.2,42.8,10,6,1,1,0,1,1,0,7,1,2,2,0,0,6.5,7.4,5.7,7.19,46.1,23.3,34.2,21.0,8,20,8,14,2,0,3,0,2,1,4,0,19.6,35.1,46.8,47.4,0,0,Clear,Good,Night,7.9,6.9,6.76,7.61,0,2,8.7,6,9,27.1,11.9,,0.33,0.32,Draw,1,1
ISL00837,2022-23,2023-01-30,Kerala Blasters,NorthEast United FC,Kochi,5-3-2,3-4-3,47.9,52.1,8,5,2,1,2,0,1,0,5,4,6,3,0,0,6.58,6.17,7.1,6.84,43.2,24.6,30.4,19.8,11,10,6,19,2,1,2,2,2,2,2,3,47.1,42.7,37.0,28.5,2,2,Rainy,Good,Day,3.1,9.8,5.17,3.8,3,0,2.3,4,0,26.0,8.3,Home,0.32,0.39,Home_Win,3,0
ISL00838,2022-23,2023-02-01,Hyderabad FC,Kerala Blasters,Hyderabad,4-4-2,3-4-3,42.0,58.0,3,4,3,0,2,1,0,0,6,6,0,0,0,0,6.57,7.09,7.33,7.29,51.5,35.8,49.2,28.1,4,12,9,18,3,2,1,0,3,2,2,0,45.9,40.4,44.3,54.4,1,1,Overcast,Good,Night,0.2,5.3,8.02,8.21,2,2,4.1,7,7,23.8,26.1,,0.42,0.38,Home_Win,3,0
ISL00839,2022-23,2023-02-01,Bengaluru FC,Chennaiyin FC,Bengaluru,4-4-2,4-2-3-1,62.8,37.2,1,1,0,0,0,0,0,0,5,0,5,5,0,0,6.94,7.39,7.32,6.08,41.8,22.9,25.3,11.7,11,12,5,10,1,0,3,1,2,0,4,3,31.0,32.6,50.8,28.4,2,0,Overcast,Good,Night,9.4,2.9,6.37,6.25,1,3,9.5,10,12,21.5,11.2,,0.41,0.43,Draw,1,1
ISL00840,2022-23,2023-02-05,Jamshedpur FC,Hyderabad FC,Jamshedpur,4-3-3,5-3-2,38.6,61.4,17,7,4,1,2,2,1,0,1,7,3,3,0,0,6.56,7.18,7.84,7.5,62.2,42.6,50.5,30.4,7,11,11,17,1,0,1,0,1,1,2,1,48.9,22.1,41.7,16.4,1,1,Humid,Good,Night,6.0,1.3,5.67,6.05,3,0,7.2,7,10,28.3,26.7,,0.45,0.34,Home_Win,3,0
ISL00841,2022-23,2023-02-06,NorthEast United FC,Hyderabad FC,Guwahati,3-5-2,5-3-2,53.2,46.8,1,2,0,0,0,0,0,0,0,3,3,0,0,0,6.36,8.38,5.7,6.38,35.8,23.5,47.3,32.0,1,13,9,12,3,1,3,0,5,2,3,1,17.5,46.5,49.9,36.3,3,1,Humid,Average,Night,5.2,8.6,7.05,5.49,2,2,4.4,0,9,29.7,30.0,,0.44,0.48,Draw,1,1
ISL00842,2022-23,2023-02-07,Bengaluru FC,Hyderabad FC,Bengaluru,3-5-2,3-5-2,58.1,41.9,2,3,0,0,0,0,0,0,6,8,2,2,0,0,5.79,7.0,6.92,6.44,36.9,21.2,30.7,14.2,11,9,13,14,2,1,3,2,3,1,4,3,49.6,33.3,48.4,47.3,1,0,Rainy,Good,Night,8.3,7.8,7.33,7.91,1,1,4.3,8,10,24.2,22.3,,0.32,0.47,Draw,1,1
